MWA_Id	MWA_Word
[[1, 1], [2, 2], [3, 3], [8, 7]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[13, 11], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10]]	[['.', '.'], ['Express', 'express'], ['audibly', 'audibly'], [';', ';'], ['utter', 'utter'], ['sounds', 'sounds'], ['-LRB-', '-LRB-'], ['not', 'not'], ['necessarily', 'necessarily'], ['words', 'words'], ['-RRB-', '-RRB-']]
[[6, 6], [1, 1], [2, 2], [3, 3], [4, 4]]	[['.', '.'], ['The', 'the'], ['state', 'state'], ['of', 'of'], ['being', 'being']]
[[8, 8], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of']]
[[13, 11], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10], [1, 1], [2, 3]]	[['.', '.'], ['from', 'from'], ['work', 'work'], ['by', 'by'], ['taking', 'taking'], ['a', 'a'], ['turn', 'turn'], ['Relieve', 'relieve'], ['someone', 'someone']]
[[5, 4], [6, 5]]	[['of', 'of'], ['something', 'something']]
[[2, 2], [3, 3], [4, 4], [5, 5]]	[['in', 'in'], ['a', 'a'], ['certain', 'certain'], ['way', 'way']]
[[4, 1], [6, 3]]	[['turning', 'turning'], ['rotating', 'twisting']]
[[10, 6], [5, 1], [6, 2], [7, 3], [8, 4], [9, 5]]	[['.', '.'], ['increase', 'increase'], ['in', 'in'], ['extent', 'extent'], ['or', 'or'], ['intensity', 'intensity']]
[]	[]
[[1, 1], [2, 2], [3, 3], [6, 7], [7, 8], [5, 5]]	[['make', 'make'], ['sense', 'sense'], ['of', 'of'], ['meaning', 'meaning'], ['to', 'to'], ['give', 'assign']]
[[7, 8], [1, 1], [2, 2], [3, 3], [5, 5]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[7, 10], [8, 11], [1, 16]]	[['a', 'a'], ['computer', 'computer'], ['printed', 'printed']]
[[6, 6], [1, 1], [2, 2], [3, 5], [5, 3]]	[['.', '.'], ['Limit', 'limit'], ['in', 'in'], ['quantity', 'quantity'], ['quality', 'quality']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13]]	[['search', 'search'], ['-LRB-', '-LRB-'], ['as', 'as'], ['the', 'the'], ['bottom', 'bottom'], ['of', 'of'], ['a', 'a'], ['body', 'body'], ['of', 'of'], ['water', 'water'], ['-RRB-', '-RRB-'], ['for', 'for'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3], [7, 7]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[13, 12], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [3, 2], [4, 3], [5, 4], [1, 1]]	[['.', '.'], ['in', 'in'], ['an', 'an'], ['effort', 'effort'], ['to', 'to'], ['overtake', 'overtake'], ['or', 'or'], ['capture', 'capture'], ['act', 'act'], ['of', 'of'], ['following', 'pursuing'], ['The', 'the']]
[[17, 14], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [13, 10], [14, 11], [15, 12], [16, 13], [7, 7], [9, 9]]	[['.', '.'], ['Expel', 'expel'], ['or', 'or'], ['eject', 'eject'], ['-LRB-', '-LRB-'], ['saliva', 'saliva'], ['-RRB-', '-RRB-'], ['from', 'from'], ['the', 'the'], ['mouth', 'mouth'], ['phlegm', 'phlegm'], ['sputum', 'sputum']]
[[6, 8], [7, 9]]	[['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3], [5, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[6, 6]]	[['something', 'something']]
[[3, 1], [4, 2], [6, 5], [5, 4]]	[['return', 'return'], ['to', 'to'], ['state', 'condition'], ['former', 'former']]
[[9, 9], [5, 5], [6, 6], [7, 7], [8, 8], [1, 4]]	[['.', '.'], ['with', 'with'], ['too', 'too'], ['much', 'much'], ['confidence', 'confidence'], ['Act', 'act']]
[[9, 6], [1, 1], [2, 2], [3, 3], [8, 5]]	[['.', '.'], ['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[6, 6], [7, 7], [1, 1]]	[['of', 'of'], ['something', 'something'], ['become', 'make']]
[[1, 1], [2, 2], [3, 3], [7, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3], [9, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[9, 8], [1, 1], [2, 2], [3, 3], [8, 7]]	[['.', '.'], ['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[10, 6], [8, 4], [9, 5]]	[['.', '.'], ['of', 'of'], ['something', 'something']]
[[7, 5], [8, 6], [9, 7]]	[['a', 'a'], ['given', 'given'], ['period', 'time']]
[]	[]
[[1, 1], [2, 2]]	[['cause', 'cause'], ['to', 'to']]
[[2, 2], [3, 3], [4, 4], [5, 5], [1, 7]]	[['or', 'or'], ['cause', 'cause'], ['to', 'to'], ['fall', 'fall'], ['fall', 'drops']]
[[1, 1], [2, 2], [3, 3], [7, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[1, 4], [2, 5], [3, 6], [6, 7], [7, 8], [8, 9]]	[['keep', 'keep'], ['from', 'from'], ['being', 'being'], ['perceived', 'perceived'], ['by', 'by'], ['others', 'others']]
[[6, 15], [7, 16], [3, 12], [2, 5], [10, 18]]	[['vote', 'vote'], ['on', 'on'], ['authorizing', 'authorizing'], ['document', 'document'], ['behalf', 'behalf']]
[[1, 1], [2, 2], [3, 3], [5, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['by', 'by'], ['inhaling', 'inhaling'], ['through', 'through'], ['the', 'the'], ['nose', 'nose']]
[[3, 4], [4, 5], [5, 6]]	[['of', 'of'], ['a', 'a'], ['communication', 'communication']]
[[2, 1], [3, 2], [5, 3], [6, 4], [7, 7]]	[['cause', 'cause'], ['to', 'to'], ['adopt', 'adopt'], ['a', 'a'], ['different', 'different']]
[[2, 1], [3, 2], [5, 3], [7, 4], [8, 5]]	[['cause', 'cause'], ['to', 'to'], ['become', 'become'], ['intense', 'violent'], ['or', 'or']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[3, 3]]	[['account', 'account']]
[[6, 8], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['.', '.'], ['Engrave', 'engrave'], ['by', 'by'], ['means', 'means'], ['of', 'of'], ['dots', 'dots']]
[[1, 1], [2, 2], [3, 3], [5, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [1, 1]]	[['to', 'to'], ['be', 'be'], ['paid', 'paid'], ['on', 'on'], ['an', 'an'], ['insurance', 'insurance'], ['claim', 'claim'], ['decide', 'decide']]
[[1, 1], [2, 3], [5, 7]]	[['make', 'make'], ['noise', 'noise'], ['engine', 'engine']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['be', 'be'], ['in', 'in'], ['direct', 'direct'], ['physical', 'physical'], ['contact', 'contact'], ['with', 'with']]
[[1, 1], [2, 2], [3, 3], [4, 4]]	[['the', 'the'], ['quality', 'quality'], ['of', 'of'], ['being', 'being']]
[[12, 7], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['Arrange', 'arrange'], ['a', 'a'], ['programme', 'program']]
[[1, 1], [2, 2]]	[['express', 'give'], ['a', 'an']]
[]	[]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['a', 'a'], ['store', 'store'], ['or', 'or'], ['supply', 'supply'], ['of', 'of'], ['something', 'something']]
[[1, 1]]	[['suggest', 'suggest']]
[[1, 2], [2, 3]]	[['person', 'person'], ['who', 'who']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[7, 9], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3], [7, 7], [8, 8]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['of', 'of'], ['something', 'something']]
[[9, 9], [1, 1], [2, 2], [3, 3], [8, 8]]	[['.', '.'], ['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[4, 2], [5, 3], [6, 4], [7, 5], [8, 6], [1, 1], [9, 8]]	[[',', ','], ['as', 'as'], ['in', 'in'], ['hostility', 'hostility'], ['or', 'or'], ['Oppose', 'oppose'], ['competition', 'competition']]
[[8, 7], [3, 2], [4, 3], [1, 1], [6, 4]]	[['.', '.'], ['as', 'as'], ['if', 'if'], ['Travel', 'move'], ['through', 'through']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 8]]	[['administer', 'administer'], ['or', 'or'], ['bestow', 'bestow'], [',', ','], ['as', 'as'], ['portions', 'portions']]
[[10, 9], [4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8]]	[['.', '.'], ['or', 'or'], ['move', 'move'], ['in', 'in'], ['a', 'a'], ['spiral', 'spiral'], ['course', 'course']]
[[14, 9], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8]]	[['.', '.'], ['Induce', 'induce'], ['into', 'into'], ['action', 'action'], ['by', 'by'], ['using', 'using'], ['one', 'one'], ["'s", "'s"], ['charm', 'charm']]
[[1, 4], [2, 5], [3, 6], [5, 8], [6, 9]]	[['connected', 'connected'], ['underground', 'underground'], ['tunnels', 'tunnels'], ['by', 'by'], ['rabbits', 'rabbits']]
[[4, 2], [5, 3], [6, 4], [1, 1]]	[['in', 'in'], ['a', 'a'], ['tight', 'tight'], ['hold', 'hold']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [9, 14], [11, 17]]	[['the', 'the'], ['shape', 'shape'], ['of', 'of'], ['a', 'a'], ['wave', 'wave'], ['period', 'period'], ['time', 'time']]
[[3, 3], [4, 4], [5, 5], [1, 1]]	[['part', 'part'], ['of', 'of'], ['something', 'anything'], ['the', 'the']]
[[10, 8], [7, 5], [8, 6], [9, 7], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['someone', 'someone'], ['or', 'or'], ['something', 'something'], ['The', 'the'], ['act', 'act'], ['of', 'of']]
[[2, 2], [1, 1], [3, 3]]	[['act', 'action'], ['the', 'the'], ['of', 'of']]
[[8, 7]]	[['something', 'something']]
[[6, 7]]	[['something', 'something']]
[[14, 6], [5, 1], [6, 2], [7, 3], [8, 4], [9, 5]]	[['.', '.'], ['make', 'make'], ['a', 'a'], ['dry', 'dry'], ['crackling', 'crackling'], ['sound', 'sound']]
[[8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [1, 3], [2, 4], [5, 5], [6, 8]]	[['or', 'or'], ['as', 'as'], ['if', 'if'], ['with', 'with'], ['gum', 'gum'], ['fill', 'fill'], [',', ','], ['fix', 'fix'], ['with', 'with']]
[[10, 11], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[3, 2], [4, 3], [7, 7], [8, 8], [5, 5], [1, 1]]	[['growth', 'growth'], ['of', 'of'], ['usually', 'usually'], ['trees', 'trees'], ['plants', 'plants'], ['a', 'a']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[1, 1], [2, 2]]	[['the', 'the'], ['physical', 'physical']]
[[1, 1], [2, 2], [6, 6], [7, 7]]	[['a', 'a'], ['boundary', 'boundary'], ['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3]]	[['reach', 'reach'], ['a', 'a'], ['destination', 'destination']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[2, 1], [3, 2], [5, 4]]	[['argue', 'argue'], ['or', 'or'], ['in', 'in']]
[[7, 4], [8, 5], [9, 6], [10, 7]]	[['or', 'or'], ['be', 'be'], ['responsible', 'responsible'], ['for', 'for']]
[[4, 4], [5, 5], [6, 6], [7, 7]]	[['by', 'by'], ['force', 'force'], ['or', 'or'], ['authority', 'authority']]
[[2, 1], [3, 2]]	[['cause', 'cause'], ['to', 'to']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[14, 8], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7]]	[['.', '.'], ['Equip', 'equip'], ['with', 'with'], ['armed', 'armed'], ['and', 'and'], ['armored', 'armored'], ['motor', 'motor'], ['vehicles', 'vehicles']]
[[8, 7], [6, 5], [7, 6], [4, 4]]	[['.', '.'], ['a', 'a'], ['communication', 'communication'], ['of', 'of']]
[[9, 10], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[10, 6], [4, 2], [5, 3]]	[['.', '.'], ['condition', 'condition'], ['of', 'of']]
[[4, 1]]	[['lower', 'lower']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[6, 5], [5, 2]]	[['suddenly', 'suddenly'], ['appear', 'open']]
[[8, 8], [3, 3], [4, 4], [5, 5], [6, 6], [1, 1]]	[['.', '.'], ['act', 'act'], ['of', 'of'], ['making', 'making'], ['something', 'something'], ['The', 'the']]
[[1, 1]]	[['make', 'make']]
[[3, 3], [4, 4], [2, 2], [1, 1], [7, 5]]	[['of', 'of'], ['breaking', 'breaking'], ['activity', 'act'], ['the', 'the'], ['something', 'something']]
[[4, 4], [5, 5]]	[['of', 'of'], ['something', 'something']]
[[9, 10], [6, 7], [7, 8], [8, 9], [1, 1], [4, 5], [2, 2]]	[['.', '.'], ['intent', 'intent'], ['to', 'to'], ['deceive', 'deceive'], ['Perform', 'make'], ['with', 'with'], ['an', 'a']]
[[6, 5], [7, 6], [4, 4]]	[['great', 'great'], ['suffering', 'suffering'], ['source', 'causes']]
[[1, 1], [2, 2], [3, 3], [7, 7]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[11, 7], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['.', '.'], ['To', 'to'], ['remain', 'remain'], ['emotionally', 'emotionally'], ['or', 'or'], ['intellectually', 'intellectually'], ['attached', 'attached']]
[[8, 6], [1, 1], [2, 2], [3, 3], [4, 4]]	[['.', '.'], ['The', 'the'], ['state', 'state'], ['of', 'of'], ['being', 'being']]
[[3, 4], [4, 5], [6, 7], [7, 8]]	[['of', 'of'], ['the', 'the'], ["'s", "'s"], ['surface', 'surface']]
[[6, 6], [1, 1], [2, 2], [3, 3], [5, 5]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3], [4, 4]]	[['cover', 'cover'], ['with', 'with'], ['a', 'a'], ['primer', 'primer']]
[[2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['a', 'a'], ['logical', 'logical'], ['or', 'or'], ['causal', 'causal'], ['connection', 'connection']]
[[6, 6], [2, 2], [3, 3], [4, 4]]	[['.', '.'], ['in', 'in'], ['a', 'a'], ['different', 'different']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['giving', 'giving'], ['a', 'a']]
[[7, 7], [8, 8]]	[['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[6, 5]]	[['something', 'something']]
[[8, 6], [1, 1], [2, 2], [3, 3], [6, 4], [7, 5]]	[['.', '.'], ['Give', 'give'], ['an', 'an'], ['incentive', 'incentive'], ['for', 'for'], ['action', 'action']]
[[7, 5], [9, 7]]	[['something', 'something'], ['place', 'parts']]
[[10, 6], [9, 5], [5, 1]]	[['.', '.'], ['responsibility', 'responsibility'], ['take', 'give']]
[[1, 1], [2, 2], [3, 3], [5, 5], [6, 6], [4, 4]]	[['move', 'move'], ['from', 'from'], ['one', 'one'], ['to', 'to'], ['another', 'another'], ['location', 'place']]
[[6, 6], [1, 1], [2, 2], [3, 3], [5, 5]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[9, 8], [7, 6], [8, 7], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['something', 'something'], ['-RRB-', '-RRB-'], ['Give', 'give'], ['a', 'a'], ['performative', 'performance']]
[[7, 4], [8, 5], [9, 6], [2, 3]]	[['in', 'in'], ['some', 'some'], ['activity', 'activity'], ['participant', 'participant']]
[[6, 7], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['Turn', 'turn'], ['the', 'the'], ['paddle', 'paddle']]
[[2, 2], [1, 1], [7, 7], [3, 3]]	[['activity', 'act'], ['the', 'the'], ['something', 'something'], ['of', 'of']]
[[3, 4], [4, 5], [5, 6]]	[['of', 'of'], ['a', 'a'], ['communication', 'communication']]
[[10, 6], [9, 5]]	[['.', '.'], ['something', 'something']]
[[7, 7], [8, 8], [9, 9], [2, 3], [3, 4], [5, 6]]	[['or', 'or'], ['justification', 'justification'], ['of', 'of'], ['a', 'a'], ['reason', 'reason'], ['cause', 'cause']]
[[4, 2], [5, 3], [6, 4]]	[['from', 'from'], ['a', 'a'], ['position', 'position']]
[[8, 14], [6, 12], [7, 13], [3, 2], [4, 3], [5, 11], [1, 1]]	[['.', '.'], ['something', 'something'], ['new', 'new'], ['act', 'act'], ['of', 'of'], ['making', 'introducing'], ['The', 'the']]
[]	[]
[[2, 1], [3, 2], [6, 3]]	[['cause', 'cause'], ['to', 'to'], ['become', 'become']]
[]	[]
[[13, 15], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 7], [7, 8], [11, 11], [12, 12], [9, 10]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of'], ['giving', 'giving'], ['up', 'up'], ['a', 'a'], ['claim', 'claim'], ['or', 'or'], ['possession', 'possession'], ['office', 'office']]
[[6, 5], [7, 6]]	[['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3], [4, 4], [7, 7]]	[['take', 'take'], ['something', 'something'], ['or', 'or'], ['someone', 'somebody'], ['somewhere', 'somewhere']]
[[2, 2], [3, 3], [4, 4], [5, 5]]	[['in', 'in'], ['the', 'the'], ['form', 'form'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3]]	[['a', 'a'], ['state', 'state'], ['of', 'of']]
[[9, 8], [1, 1], [2, 2], [3, 3], [8, 7]]	[['.', '.'], ['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[6, 6], [1, 1], [2, 2], [3, 3], [5, 5]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [4, 5], [5, 6], [7, 8]]	[['have', 'have'], ['a', 'a'], ['desire', 'desire'], ['to', 'to'], ['something', 'something']]
[[1, 1]]	[['take', 'take']]
[[1, 1], [2, 2], [3, 3], [6, 9]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3]]	[['pronounce', 'pronounce'], ['with', 'with'], ['a', 'an']]
[[1, 1], [2, 2], [3, 3], [4, 4]]	[['an', 'an'], ['upward', 'upward'], ['slope', 'slope'], ['or', 'or']]
[[5, 6], [6, 7]]	[['of', 'of'], ['something', 'something']]
[[13, 7], [5, 4], [6, 5], [7, 6], [3, 3], [1, 1]]	[['.', '.'], ['or', 'or'], ['mature', 'mature'], ['imperfectly', 'imperfectly'], ['wither', 'wither'], ['Shrivel', 'shrivel']]
[[1, 1], [3, 5], [6, 7]]	[['Identify', 'recognize'], ['establish', 'establish'], ['identity', 'identity']]
[[1, 1], [2, 2], [3, 3], [5, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[6, 7]]	[['something', 'something']]
[[2, 5], [3, 6], [4, 7], [5, 8], [1, 2]]	[['from', 'from'], ['a', 'a'], ['vertical', 'vertical'], ['position', 'position'], ['incline', 'incline']]
[[7, 7], [1, 1], [2, 2], [3, 3], [4, 6]]	[['.', '.'], ['Preserve', 'preserve'], ['in', 'in'], ['a', 'a'], ['tin', 'tin']]
[[4, 2], [5, 3], [6, 4], [7, 5]]	[['in', 'in'], ['a', 'a'], ['certain', 'certain'], ['manner', 'manner']]
[[6, 6], [1, 1], [2, 2], [3, 3], [5, 5]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 7]]	[['give', 'give'], ['a', 'a'], ['deceptive', 'deceptive'], ['explanation', 'explanation'], ['for', 'for']]
[[10, 13], [7, 10], [8, 11], [9, 12], [1, 1], [2, 2], [3, 3], [6, 9]]	[['.', '.'], ['to', 'to'], ['earn', 'earn'], ['money', 'money'], ['The', 'the'], ['principal', 'principal'], ['activity', 'activity'], ['does', 'do']]
[[7, 8], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[6, 6], [1, 1], [2, 2], [3, 3], [5, 5]]	[['.', '.'], ['The', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[2, 6], [3, 7], [4, 8], [6, 9], [1, 4]]	[['month', 'month'], ['of', 'of'], ['the', 'the'], ['year', 'year'], ['12th', '12th']]
[[1, 1], [2, 2], [3, 3], [7, 7]]	[['the', 'the'], ['activity', 'activity'], ['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3], [5, 6], [6, 7]]	[['a', 'a'], ['company', 'company'], ['that', 'that'], ['public', 'public'], ['service', 'service']]
[[1, 1], [2, 2], [5, 4], [6, 4], [4, 3]]	[['get', 'get'], ['involved', 'involved'], ['mixed', 'mixed-up'], ['up', 'mixed-up'], ['or', 'or']]
[[2, 3], [1, 2], [5, 8], [3, 5]]	[['decrease', 'decline'], ['gradual', 'gradual'], ['strength', 'strength'], ['in', 'in']]
[[6, 4], [7, 5]]	[['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3], [5, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[6, 2], [7, 3], [5, 1]]	[['even', 'even'], ['or', 'or'], ['become', 'make']]
[[13, 10], [4, 1], [5, 2], [6, 3], [7, 4], [8, 5], [9, 6], [10, 7], [11, 8], [12, 9]]	[['.', '.'], ['take', 'take'], ['away', 'away'], ['the', 'the'], ['legal', 'legal'], ['force', 'force'], ['of', 'of'], ['or', 'or'], ['render', 'render'], ['ineffective', 'ineffective']]
[[8, 7], [1, 1], [2, 2]]	[['.', '.'], ['Give', 'give'], ['an', 'an']]
[[4, 2], [5, 3], [6, 4], [7, 5], [8, 6], [1, 1]]	[['before', 'before'], ['it', 'it'], ['touches', 'touches'], ['the', 'the'], ['ground', 'ground'], ['hit', 'hit']]
[[10, 8], [8, 6], [9, 7]]	[['.', '.'], ['of', 'of'], ['something', 'something']]
[[2, 2], [1, 1], [7, 5], [3, 3]]	[['act', 'action'], ['the', 'the'], ['something', 'something'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3], [7, 4], [8, 5]]	[['Fix', 'fix'], ['or', 'or'], ['set', 'set'], ['securely', 'securely'], ['or', 'or']]
[[22, 15], [11, 2]]	[['.', '.'], ['story', 'story']]
[[2, 2], [1, 1], [7, 9], [3, 3]]	[['activity', 'act'], ['the', 'the'], ['something', 'something'], ['of', 'of']]
[[5, 9], [2, 6], [7, 7], [6, 4]]	[['merchandise', 'goods'], ['retail', 'retail'], ['sale', 'sale'], ['for', 'for']]
[[5, 2], [6, 3], [7, 4], [8, 5], [9, 6], [1, 1]]	[['suddenly', 'suddenly'], ['so', 'so'], ['as', 'as'], ['to', 'to'], ['sprain', 'sprain'], ['twist', 'twist']]
[[3, 7], [4, 8], [5, 9], [6, 10], [1, 1], [2, 2]]	[['foreign', 'foreign'], ['tissue', 'tissue'], ['or', 'or'], ['organ', 'organ'], ['resist', 'resist'], ['immunologically', 'immunologically']]
[[9, 5]]	[['something', 'something']]
[[10, 12], [11, 13], [12, 14], [3, 2], [1, 1], [5, 7], [7, 5], [2, 8], [8, 11]]	[['an', 'an'], ['open', 'open'], ['marketplace', 'marketplace'], ['price', 'price'], ['the', 'the'], ['sellers', 'sellers'], ['buyers', 'buyers'], ['trading', 'trade'], ['in', 'in']]
[[4, 5], [6, 7]]	[['something', 'something'], ['someone', 'someone']]
[[1, 1], [2, 2], [3, 3], [9, 7]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[15, 7], [9, 1], [10, 2], [11, 3], [12, 4], [14, 6]]	[['.', '.'], ['support', 'support'], ['on', 'on'], ['the', 'the'], ['back', 'back'], ['shoulders', 'shoulders']]
[[2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['with', 'with'], ['equal', 'equal'], ['weight', 'weight'], ['or', 'or'], ['force', 'force']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['quality', 'quality'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [7, 7], [8, 8], [9, 9]]	[['the', 'the'], ['quality', 'quality'], ['of', 'of'], ['being', 'being'], ['important', 'important'], ['worthy', 'worthy'], ['of', 'of'], ['attention', 'note']]
[[3, 2]]	[['restraint', 'restraint']]
[[7, 3], [2, 6]]	[['something', 'something'], ['reduction', 'lower']]
[[5, 5]]	[['something', 'something']]
[[5, 7], [3, 5], [2, 4], [6, 11]]	[['place', 'place'], ['a', 'an'], ['in', 'in'], ['or', 'or']]
[]	[]
[[5, 5], [6, 6]]	[['of', 'of'], ['something', 'something']]
[[8, 6], [2, 1], [3, 2]]	[['.', '.'], ['Cause', 'cause'], ['to', 'to']]
[[2, 2], [1, 1], [7, 7], [3, 3]]	[['activity', 'act'], ['the', 'the'], ['something', 'something'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3], [7, 7]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something']]
[[1, 3], [2, 4], [3, 5], [4, 6]]	[['turn', 'turn'], ['on', 'on'], ['an', 'an'], ['axis', 'axis']]
[[3, 2], [4, 3], [5, 4], [6, 5], [1, 1]]	[['into', 'into'], ['opposition', 'opposition'], ['or', 'or'], ['rivalry', 'rivalry'], ['PLAY', 'set']]
[[5, 4], [6, 5]]	[['of', 'of'], ['something', 'something']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['act', 'act'], ['of', 'of']]
