Sent1	DLS_compose_ppmi	DLS_compose_cbow
Yes, writing increases the modality and attention given to a piece of information.	0.692875537712	0.565949006692
Spike trigger is a specific type or you could say a sub-set of reverse correlations, covariance and probabilities.	0.535931798641	0.439502548838
As mentioned in the other comments, ANOVA is problematic when mixing types of predictor variables.	0.588873590142	0.397865468173
In my experience, there are people who like to follow instructions and those who don't.	0.754251954058	0.579790263763
It's a little unclear to me from what you've said that your efforts are truly affecting your brother's ideas.	0.591877728315	0.432894915579
The problem with this question is that the answer depends on your definition of psychological health.	0.743174163917	0.504186695347
Q: What is the reason for people to implicitly trust their peers in extreme (or not) situations?	0.724554836468	0.500664458076
You think that minor changes would make the scale better (e.g., by adding/removing an item; tweaking the wording).	0.730131296243	0.449861991218
The remembering of specific events is known as Episodic memory, and you can find plenty about it online.	0.581105986066	0.319411727627
Trolling is a complex subject now under serious study in science fields (e.g.	0.696526156485	0.508145974057
Just a very brief note: in some cultures, sex does not appear to have been confined to private space.	0.596034594094	0.314614045841
The location of a sound is defined on three dimensions: distance, elevation, and azimuth.	0.691745818499	0.417545102186
In the scene, it looks like the therapist is confronting a correctly identified repressed belief.	0.67469013141	0.488404005869
I don't know if this is helpful, but I would chime in as a programmer.	0.436169347368	0.287264960897
Sounds no more dubious than the pop-psychological view of Neandertals in general.	0.545351045786	0.363348994786
I think a good option would be to use a general purpose language.	0.700375823758	0.477542137021
If a problem is complex, it means that it has many components.	0.622005719475	0.440262189253
Intrinsic reward is the emotional pay-off that you get by completing an activity.	0.728031297728	0.611581389269
Kinda : p The overwhelming consensus is that it has more to do with brain/body mass ratios.	0.495894480194	0.241769302472
Presumably the decision of drivers to slow down in response to work zone signage is influenced by many factors.	0.703576421397	0.376419984761
Another option is to program in C/C++ using the Tscope library.	0.650536263548	0.491356563939
This question asks about Psychological journal that focuses on publishing interesting psychological datasets journals where you can publish psychological data.	0.714176634117	0.523060914562
This answer is meant to add more information in addition to the one above.	0.669137531761	0.351778333908
The question is slightly confused I feel, so I am not sure there is a good answer.	0.630281115353	0.430601294234
Henderson summarizes very well a number of approaches on human gaze control during real-world scenes and tasks.	0.710471999801	0.437918739094
I'm not sure the article really covers the economic aspects.	0.705329554087	0.420123337834
I'd suggest checking out the Linear Ballistic Accumulator (Donkin et al., 2011) model for a scenario like this.	0.563535198698	0.395520024026
@Jeromy Anglim: I'm actually creating a serial response time task (a widely used learning task) for the iPad now.	0.579582368301	0.356284207149
When studying adult IQ, general adult norms are often used.	0.685335640952	0.570333613713
Some ancient historical precedent exists for preferring $10$, but also for $6$, so that's mixed support from Wikipedia on perfect numbers.	0.616403489316	0.407876859598
According with the description of Mary, I think that she would devalue her best friend.	0.699994933702	0.498514146616
As he says, it's a "cybernetic cycle linking the organism to its environment".	0.645221848004	0.384251109013
I imagine most software designed for creating psychological experiments will be able to do this.	0.661294700085	0.431249100845
There is a processing fluency theory that explains it quite nicely.	0.65271261102	0.407745479617
I believe these two beautiful articles target just what you are looking for: Niv, Y., Joel, D., Meilijson, I., & Ruppin, E. (2008).	0.589505624806	0.41012965686
As a neuroscientist, I would be highly doubtful of any neuroscientific 'evidence' about this phenomenon (if it exists).	0.449378278781	0.204675360326
The answer presumably depends on how you conceptualise the experience of the time traveller relative to the time travel.	0.678042859737	0.455663163204
I can only provide a vocabulary with which someone else may answer your second question.	0.761571757058	0.461934648056
If your time constraint isn't too strict, I would say its well worth it.	0.587505003713	0.40096052246
Reading list As @Jeff has mentioned Tom Griffiths has several useful resources.	0.632721261276	0.37944472196
It's interesting to note that until 1973, homosexuality was classified as a paraphilia.	0.508594887084	0.2577822129
These are interesting studies, but the bottom line is: yes, environment affects cognitive abilities.	0.675588406928	0.577390014685
I've discussed a lot of this recently on my answer to this question: Are there recent theories on physiognomy?	0.639480512722	0.396304539131
The conclusions drawn in Inoue & Matsuzawa's (2007) study, which seems to be available here, are suspect.	0.610099497178	0.369594428107
This phenomena is much more common than most people realize.	0.313224706662	0.196903234271
It seems that it is still a matter of debate whether animals are capable of mind wandering.	0.596146052902	0.375151923497
There are multiple reasons why we may like or dislike certain kind of music.	0.653325586348	0.414375533874
I wonder if Hungarian is particularly good in this way.	0.623514254121	0.360637954211
Another relevant resource might be Stephen Kosslyn's Clear and to the Point.	0.696892670748	0.419440445385
What you're thinking of is called an Intermittent Reinforcement Schedule.	0.686927790937	0.488519348708
One might argue that the skill of critical thinking is the sum of the goal of higher education.	0.462534682478	0.30962965158
It is possible that hiccups are a psychological response to excitement, stress or as a way to generate attention.	0.566790575753	0.395678307061
If I understand you correctly, you are trying to learn about good practice in designing studies involving subjective scales?	0.650798529417	0.481146655458
Since this is a relatively new problem for behavioral researchers, I don't know that there is a common consensus.	0.570970632369	0.368028592893
As I am from an education background -I can't do, so I teach.	0.522145407715	0.337614338469
The basic effect can be accounted for by connectionist models.	0.689014538821	0.42175559801
If non-human animals do have intelligence too, why is their intelligence not as advanced as humans?	0.48043353291	0.290608755616
So your independent variable is the bug, and your dependent variable is apple size.	0.401155743131	0.149350690748
I know 2 explanations to such seemingly irrational behaviour in cognitive science.	0.608678045971	0.415723987354
The cardinal diagnostic trait of "multiple personalities," or dissociative identity disorder (DID), is dissociative states.	0.475997095184	0.28105894966
The Hare Psychopathy Checklist is often used to assess psychopathy in clinical settings.	0.438177653332	0.362950768534
It sounds like you are talking about random allocation of participants to groups for the purpose of running a between-subjects experiment.	0.682157709574	0.463142035412
Some of the experiences you are describing (e.g., psychedelic states, daydreaming and sleep) are examples of Altered States of Consciousness.	0.66609094901	0.48613741693
For a comprehensive review, see: Berg, D.A., Belnoue, L.,Song,H., Simon A.	0.450975200075	0.275587308809
From an article entitled Can You Call a 9-Year-Old a Psychopath?	0.427072465433	0.305630593795
Biological Neural Networks : It refers to our brain neural activities.	0.817234148621	0.750526557208
In the book "Six Impossible Things Before Breakfast: The Evolutionary Origins of Belief", Wolpert (2007) discusses the evolutionary origins of belief.	0.633724753166	0.479246218613
One could say that brain is not hardwired for abstract ideas... why?	0.638404634214	0.563383054412
Because a majority of the people are just too plain stupid.	0.33643351646	0.272587638526
These lines seem to be anchored on non-arbitrary points, but their flatness (lack of curves/bumps) may be somewhat arbitrary.	0.494199669188	0.302474028363
Human-computer interaction describes the creation of programs that use colors effectively.	0.559347258918	0.417596747881
The number of samples that are necessary for a good parameter estimation does indeed depend on the estimation method.	0.57046532951	0.346308897595
This seems related to the literature on multiple-cue probability learning (MCPL).	0.587565284519	0.346797889821
Some ancient historical precedent exists for preferring $10$, but also for $6$, so that's mixed support from Wikipedia on perfect numbers.	0.677011565703	0.407141615939
I wrap steaks individually in freezer paper, then put them into ziploc freezer bags.	0.921317447938	0.897910770173
Do not store coffee in a refrigerator for daily use.	0.709726461229	0.630633758938
French Toast is called Pain Perdu in French, which means reclaimed bread.	0.663515726011	0.459675065965
I've got quite a few recipes that use chickpeas on my blog.	0.667836257555	0.614377439646
You can do it sans machine, but you are limited to small batches, and it tends to form crystals.	0.586559210359	0.342848247992
If the alcohol isn't a problem, you could mix some Irish Whiskey with cream and sugar to approximate Bailey's.	0.630237807341	0.523662244499
If I have good beef broth I'd make French Onion soup which needs a very meaty stock.	0.786440308219	0.674101767183
The syrup makes it much easier to sweeten the lemonade.	0.62775066072	0.610691478623
You can also try cooking the entire bird at a high temperature for a shorter time.	0.667470396651	0.416849309171
When I make French Onion soup I slice my onions very thin.	0.828685519601	0.741415454363
In addition to oil, make sure the grill is nice and hot before you start cooking.	0.770825709739	0.630384361853
I compare it with several other recipes of the same, similar dish.	0.348113157319	0.271248121572
Your cooking oil breaks down because of particulate that suspends in the oil as you cook in it.	0.766793612073	0.563957494976
The best way I have found is to soak the ears in husk for several hours before grilling.	0.783694664182	0.726971288516
I scrape any crusted-on stuff (like pizza cheese) then rinse with water to get any soot off.	0.741291017228	0.660173979768
There are actually quite a few differences between the different types of flour.	0.653506297937	0.641931440834
The best thing I've figured out about turning eggs is: do not do it too early.	0.69511882844	0.505279179622
As long as there hasn't been a recent chemical, biological, or nuclear attack you should be fine.	0.258049285845	0.190641937351
I use a similar recipe, unfortunately I don't remember the original source, but I've changed over time anyway.	0.767804282532	0.597607307611
I place mine in an oiled bowl, covered with a damp tea-towel on top of the heating boiler.	0.832335520536	0.607331346289
My guess is water evaporated from the coppa and the flavors got more concentrated as a result.	0.67633703282	0.529387771165
I haven't tried this, but I've heard summer squash makes a good substitute as well.	0.784588896904	0.552727034105
What may be easier is to get unsweetened chocolate (Baker's is the most common brand around here).	0.587005182114	0.402125910478
I've never adjusted the length of time based on number of eggs.	0.647256801324	0.498868592753
I just use a blogspot blog to post them on, works pretty well.	0.659936533434	0.557072238745
The Hairy Bikers have made a Beer Sabayon before to serve with seafood.	0.604104507421	0.392153866515
I just hold the cheese closer to the edge away from the grater.	0.620019522374	0.428679340955
This site will convert weights to volumes, and says that you should use .53 of a US cup.	0.665036047009	0.475870657664
I've stored pancakes in the freezer for over two month and not had any freezer burn.	0.648569736824	0.602210198887
I thought I hated chili growing up because my mother made it with straight kidney beans.	0.722103520047	0.610529855113
Break the bulb into cloves, breaking off the bottom and the dry stick that goes up the middle.	0.76639607903	0.526214911791
A light syrup is what the pros use, so I wouldn't worry about it making anything too sweet.	0.644600497875	0.478380816383
Keeps the Dog from stealing the meat on the grill!	0.577290116058	0.375855259923
I store most of my home-made granola in Food Saver canisters.	0.476370834579	0.418921755099
If you're cooking something that is likely to spill over, you might want to remove it.	0.623909595006	0.421141058259
Yes it's possible, they just won't be nearly as fluffy and yummy.	0.565597497695	0.392613163408
I managed to find this recipe, I think this is where I got the idea.	0.840925638818	0.567505622078
I believe one cannot taste the difference between minced(canned) and fresh garlic once it is cooked.	0.835503921569	0.732807096783
Since you note that the inside was nice and juicy, I doubt that salting 30 minutes in advance was the culprit.	0.621706491418	0.411995663539
As long as you complete the salmon's cooking in the sauce, it's fine.	0.428635992819	0.270029227889
I would recommend Bottomfeeder if you're interested in this topic.	0.670191887474	0.434098473505
I grill salmon that I get with the skin on.	0.620400273901	0.427577455837
Throw it in the oven on about 200 F for 20 minutes or so.	0.410180770506	0.369141792976
Another way to remove impurities from water is to just let it sit.	0.632916544807	0.288534970668
The recipe I work from has you put the meat in the freezer, then pan sear it.	0.689966149553	0.613644970507
I belive you also want to move more at the wrist than at the elbow.	0.652291386433	0.47251178248
They don't taste identical at all, and even more important, they don't smell the same.	0.496214741838	0.307117400727
If you can figure a way to thaw them safely, I'd use frozen beer in beer bread.	0.758636755686	0.56062290168
First they will absorb water so the cooking will be different, if only for a reduced time.	0.778267836076	0.486638852714
Similar to @Nick's CSA suggestion, I've got friends who formed a (sort of) food conglomerate.	0.64072356109	0.360779889765
I've always cooked it on top of aluminum foil, at 350°F (~175°C) for 20 minutes.	0.600639931514	0.527059426648
This depends on the shelf life of the cultivar of tomato you purchased.	0.62094503558	0.440564097225
I use a baking pan, and a dough recipe that results in more Sicilian type pie.	0.714069348401	0.501011647415
Bar Keeper's Friend in powdered form and some elbow grease will solve this problem.	0.689323768141	0.420707808261
The best thing I've figured out about turning eggs is: do not do it too early.	0.61801663967	0.490734378958
Agreed on the OXO Good Grips - I've purchased some for a relative with Parkinson's.	0.696225704801	0.550156792503
I don't know about "lighter", but one of the thing missing from what you've listed are vegetables.	0.522326846907	0.35583445301
ClearJel is a product you may want to look at.	0.440499927254	0.329625264266
Since you specified the 'bbq' tag, I'm assuming you're asking about barbecue.	0.532725326141	0.309811771394
I can't see any reason for the marinating itself to make any difference.	0.600950295053	0.438375869261
I don't think I've ever head of a kitchen tool like that.	0.651829442379	0.498451401079
I've never put oil on spaghetti's water and i've never seen anyone doing it here in Italy.	0.44837929775	0.31708963789
Turn your heat down and leave it on the grill longer.	0.681223047146	0.39330760186
Since we don't drink alcohol at home, I don't ever have real wine at home.	0.617268191168	0.424116565942
Didn't wanna just add this since it's not free, but cooksillustrated.com has almost all of CI's well-tested, easy-to-follow recipes.	0.576433650399	0.535100785254
Just add half a teaspoon (or even less) of white sugar.	0.687482791386	0.652612354408
I was taught to sift then measure, and to scrape the excess off with a knife.	0.640287115949	0.464034297996
If you're going to use the egg yolks without freezing them you'll typically need to use them the same day.	0.625196669374	0.5195214976
I don't do sourdough in warm weather, it wastes too much flour.	0.724971931835	0.598491629625
Fairly standard fonduta recipe: dice fontina and just cover with milk, leave to sit for a few hours.	0.532608071626	0.466996850109
For something requiring no preparation, my first choice would be Maggi Sauce, which is non-soy based.	0.659334202136	0.511373230927
It's not dangerous but it significantly impacts the quality of the meat.	0.639968056277	0.398731257639
Another option is to put the cream in a well-sealed jar (i.e.	0.665536541333	0.420953845965
And of course (setting aside any actual food safety concerns), you should just trust your nose and palate.	0.559190422366	0.361746473558
Since your example is guacamole, can I very highly recommend (ta-da) Authentic Mexican, by Rick Bayless?	0.594183341682	0.453555285233
There are two general approaches to making chicken juicy in the oven.	0.559555250997	0.57674569116
Gourmet Sleuth can help you with its advanced conversion calculators.	0.549289401407	0.420385173849
Bread machines only make loaves the shape of the container.	0.756925465797	0.622142315425
Various references, including this one from Lantic sugar note the shelf-life of granulated white sugar as indefinite or effectively forever.	0.791436331908	0.680955372469
First of all, I highly recommend you buy an Aeropress.	0.540978999351	0.240507341721
I've had a few Label Rouge chickens and definitely found them more tasty and richer flavored.	0.729480554459	0.51725165156
Coagulated egg proteins in combination with gluten give baked goods the supporting structure they need.	0.689290322868	0.536147953026
The Guardian just put out a list of the "top 50 best cookbooks of all time".	0.584346575577	0.357936454933
I've come across two great, and very different, types of steak.	0.403761456235	0.32694309579
(Storage note: do not wash the bulbs before storing them; place in plastic bag in the refrigerator.	0.472286748746	0.39077641108
The meat 'is ready' when certain temperature inside it is reached.	0.590075873836	0.350903972302
That happened to me with margarine instead of olive oil.	0.452436524559	0.183279491525
Dijon has a strong taste from the liquid they use in it (it's not quite vinegar, not quite wine).	0.50097726163	0.36665844953
Unless you're really space limited, why not grow several varieties of peppers?	0.622934485383	0.561635852506
There are the temperatures recommended by the USDA and then there are the temperatures recommended for taste.	0.509171504896	0.292667287319
You know, I'm right there with you on the sacrilege part, but nowadays I microwave pasta all the time.	0.640527809325	0.521833275809
It actually depends on the quality of the shortening you're able to get.	0.672887027846	0.489555226703
A common one is haddock and is in season pretty much year round.	0.463207030811	0.426124728307
The primary flavors of Greek meats are lemon, oregano, and olive oil.	0.734438660479	0.584897666845
A lot of Asian recipes use it as a simple form of batter.	0.604203042299	0.450085460208
If you're in the UK Lakeland sell Stayfresh Longer bags: http://www.lakeland.co.uk/stayfresh-longer-bags/F/keyword/vegtable+bags/product/1932_1094_1092 which really work extremely well.	0.474838607475	0.314108690118
Use a vegetable peeler to peel of large strips of rind.	0.606426073438	0.41937214049
What about Tofu It's essentially the coagulated soy milk, pressed into blocsk.	0.277372092354	0.21611795948
Good cheddar has little chunks of calcium lactate on/in it - could it be that?	0.627434545007	0.378284699529
Copper can be useful for certain tasks due to the its metallic properties (heats quickly, distributes heat evenly, etc.	0.730855508802	0.514678572245
She obviously has a legit excuse, although she could have been more responsible and "have" told you in advance.	0.712091977748	0.532127448786
In some cases the implication could even be that Tom does not love her.	0.681298165901	0.564249391681
I agree with others (and yourself) in that I have never heard this phrase in English.	0.869642572869	0.769845324598
The assertion is false, at least as you've restated it here.	0.433682211279	0.2259050957
Usually, blue moon appears in the phrase, once in a blue moon.	0.811563306758	0.809604765164
I would expect (and accept) native speakers of the language in question to use the foreign pronunciation of foreign words.	0.80897743651	0.735039139588
It is seat, as reported in this article or this blog post.	0.558991727028	0.475242836867
I'd suggest you look to the constructions of the native language(s) of your students.	0.763538431031	0.734296567946
And the Irish are the niggers of Europe, Roddy Doyle tells us.	0.544451235729	0.431556278004
I see some references to status as uncountable as well, but that doesn't make much sense to me.	0.679673600098	0.489293261402
If I understand you correctly, you are looking for a hypernym of inclusion and exclusion.	0.677417406591	0.485691940218
As you stated in the question, “if it were me” is more common.	0.361511019175	0.181589771571
“The D Word”, in the context of an article about marriage, is divorce.	0.437039395081	0.239549233985
Most people don't know how to use whom and get it entirely wrong, but that doesn't mean it's archaic.	0.551841659438	0.379884071624
Firstly, you should be aware that there are two different kinds of dashes: the en dash and the em dash.	0.582901055256	0.300040070038
I've always understood it to be 552 (units of) horsepower, where units of is understood and rarely spoken.	0.644319780033	0.566474262031
It's a joke on mistakes made with the English language by foreign countries.	0.640448655073	0.416435614964
Neither word is a proper noun, so technically neither should be capitalized.	0.63851252752	0.459814028104
In the U.S., "buffalo" and "bison" are used interchangeably for the species Bison bison (latin name).	0.43051879829	0.378237811546
I think the main reason is a rhythm of pronunciation.	0.492287308539	0.313752424984
I've had people tell me I'm wrong for saying kludge, that kluge is the right pronunciation.	0.758674554606	0.670996674468
I actually believe that there are some Germanic influences in the British English pronunciation of the word.	0.652200208793	0.4561299058
Pardon the brevity of this answer, but I would say "named" is preferred within the context of your example.	0.786598117309	0.533930856544
In standard English, I think "don't got" has the same register as "ain't".	0.73986657663	0.667048000447
He doesn't is correct, because it is the contraction of He does not.	0.432023839731	0.325604290617
This situation, where a pronoun comes after a form of the verb "to be", is called a predicate nominative.	0.799627551267	0.864777738134
Irritation is relatively mild and is something you find annoying but can handle without a lot of grief.	0.612617207044	0.535162014315
I think both are technically correct, but the former sounds much better.	0.728584562271	0.461153748374
In this particular case the correct word to use is 'less', since 'people' is a mass/collective noun.	0.722937578449	0.631370497263
The "more posh" words are usually Latin (occasionally Greek) in origin.	0.756330243315	0.561944399433
I'm American, and I've never heard the bathroom referred to as St. John's.	0.441988940561	0.240822940927
As a native speaker of American English, I'll say that it's at least not a widely used variant.	0.678034474858	0.486656863879
The room used for defecation is almost always referred to by euphemism.	0.74824149698	0.557586026179
In general English disallows using two different direct possessives together in the some noun phrase.	0.826898080283	0.703617166486
I believe "try and do" is more of an oral expression, but has the same meaning as "try to do".	0.780617914044	0.621068771999
I don't think I have ever heard the second version in the US before.	0.636811838903	0.410904704814
There's a lot of variation because of the specific sounds involved.	0.540477888247	0.447232139361
To me, it's not a matter of gentleness or political correctness.	0.538898703713	0.365341583538
I always assumed it's like the difference between "readable" and "legible".	0.717998588018	0.500840585203
I prefer engaging, although Mike's captivating is a pretty close synonym and also good.	0.688193997355	0.484147852563
In American English, the contracted form ’ve is only possible as an auxiliary verb.	0.708791868589	0.553392642674
The best answer I have found so far is here.	0.609413944349	0.329563301956
A New York Times search reveals it is fairly common in the US.	0.606591573787	0.446779388406
"Keep score" is a (slightly) idiomatic expression that means "keeping track of the score".	0.563351157358	0.317665564936
Shade often deals with being sheltered from the sun and does not necessarily have strongly defined edges.	0.678078211466	0.372990901516
I can only think of context using insofar as or insofar that.	0.557692264052	0.472557431262
If there's no conjunction at the end of the list (and / or for example), then a comma is required.	0.668945145543	0.45994253605
I believe that disk is American English whilst disc is English English.	0.460610545229	0.366767420376
As an American English speaker, I have never heard borrow off, always borrow from.	0.657505953525	0.485744165361
The New Oxford American Dictionary reports that Pardon my French is an informal phrase used to apologize for swearing.	0.592979202397	0.447757774696
It makes a bit more sense if you consider quotes that contain several sentences.	0.620820348002	0.388552619069
I'd leave it singular unless talking about a range such as "0.25 - 2 miles".	0.581265994601	0.426437709652
The subject of the sentence were the payments, and not the total number of payments, therefore were is correct.	0.725447731861	0.650765435662
"Religious practice" is far more common than "religious praxis" (500 000 vs. 15 000 results in Google).	0.601931872361	0.397265863221
As others have said, "ten of six", though not used in many English speaking areas, would be understood as 5:50.	0.776676206913	0.702302865377
In this case at the end is the only proper answer.	0.642593475888	0.380560331605
As adjective, the NOAD defines yearling as having lived or existed for a year; a year old.	0.654505413584	0.514267251343
Google found 12.900.000 (approximately) matches for benefiting , but only 1.210.000 for benefitting.	0.450705313087	0.285306917205
We discussed this in a linguistics course I took in college.	0.339505930317	0.229811200343
These terms actually have fairly precise definitions, although they're sometimes used with a bit of liberty.	0.814288790115	0.598374835869
This sounds more like a cultural difference that is reflected in the usage of the language.	0.569973763062	0.266026451138
Certainly many usage guides have advised against use of this "singular they" on various "logical" grounds.	0.710666100393	0.506774607993
I'd say the Oxford English Dictionary is the definitive British English dictionary.	0.564100308786	0.552150235099
I'm a native English speaker (American) and have trouble with American movies.	0.463511053852	0.325083416091
I'm a native English speaker (American) and have trouble with American movies.	0.663680664072	0.506507108236
Based on your revised question... Generally, one doesn't refer to a task as being "due" without including a date.	0.818711871892	0.594945653727
A person would only actually say "quote" and "end quote" if they were trying to be clever or different.	0.718462015635	0.598293093046
This may be overly obvious, but in American English, saying "you're welcome" is certainly polite and standard.	0.68565698759	0.466809567697
Back in the day, "cable" was used to describe communications sent abroad.	0.661346898847	0.498254457529
Those expressions could have slightly different meanings especially when talking about finance.	0.665149428097	0.446029883542
This is an example where prescriptive grammar fails us (in practice I mean).	0.741243006319	0.476844630715
In the United States, jails are operated by cities and counties (or equivalent).	0.686915119614	0.577164429499
You used the generic term in your question ('I have a transaction') so use it: 'transaction'.	0.679192650848	0.520131768012
All three are essentially interchangeable, but many think I believe reflects uncertainty on the part of the speaker.	0.499183057536	0.308562076192
I personally feel that the idea of a "real" version of any active language is unrealistic.	0.582413693031	0.401970138594
Detectors (and sensors) are generally rated on "sensitivity" and many systems allow the sensitivity setting to be set or "tuned".	0.57320197755	0.365429995151
I live in Melbourne, Australia and there's this sport called Footy which is believed to be "the real football"!	0.734503836344	0.623598035293
In American English, "learned" is the usual spelling; "learnt" is too rare.	0.834077433085	0.788874142472
Besides those in others' answers, there are: attorneys general, secretaries general, solicitors general, postmasters general, governors-general, etc.	0.402281615196	0.238456313368
This may be related to the sentence Rose is a rose is a rose is a rose by Gertrude Stein.	0.459853012591	0.182694692793
I would use frighten when I mean something with the hint of a surprise.	0.52210510921	0.324748770633
I believe that "it" in the case of "it's me" or "it's John" is an expletive.	0.444577401705	0.190246056691
Yes, your sentence will be clearer if you write the actual word instead of the slash.	0.765642765933	0.55199242698
"The press" is used to describe both reporters and news outlets or media.	0.759668882307	0.558597529918
Since Pac-Man can run off on side and onto the other, then it's a cylinder.	0.5755802273	0.420680341882
I would advise that you should just learn by reading, especially more thoughtful and observing books, not quick and just-the-facts ones.	0.710363592125	0.39571390101
Cant help adding James May's eminently english way of saying "stupid" to this list.	0.778601811307	0.606333042126
Looking in some dictionaries, it seems there is no such word.	0.55104723271	0.385114695619
Green's Dictionary of Slang offers two possibilities, either "sexually involved with" or "interfering, involved with".	0.639075241551	0.484736117477
I agree with @John Weldon that integrity and honesty aren't synonymous.	0.503203581124	0.412713401999
One common tense I error I have noticed has to do with the verb to be.	0.710130761685	0.538963766238
"Setup" is noun, not a verb, so you wouldn't "Setup something".	0.708095148632	0.647598303485
Well, the short answer is that it does not matter.	0.469890529244	0.296050431868
I believe that in case of written English, the sentence does not indicate the mood of the author.	0.675846443353	0.530568563724
It's an adjective in the sense that it modifies the meaning of the noun it applies to.	0.775957980298	0.686310566185
My thought is that "purpose of" refers to an intended function of an item.	0.424315717144	0.220476077578
If you understand yourself and your enemy, you will be far more likely to win any battle.	0.705530065279	0.564065299781
It's the equivalent of debating which of color/colour is the correct spelling.	0.523416691914	0.312352942978
I've always been told and believed that \ˈī-thər\ is the correct pronunciation, albeit both are indeed common nowadays.	0.733956388696	0.540990459496
Because I don't know your teacher, I can't know her motivations.	0.474762961973	0.373320302428
There are a lot of push up variations you can do and they all stress different muscle systems.	0.737013200829	0.59456291362
You definitely do NOT want to be supporting your weight with your arms on the bike for normal riding.	0.831826807419	0.730756889438
An hour of cardio will burn more calories than an hour of weightlifting.	0.663668073643	0.682775007535
High-protein diets only pose a serious health risk if you do not take in enough fat and/or carbohydrates with them.	0.787704350866	0.662821035753
I find that compression shorts help me reduce chafing when biking.	0.661622196531	0.456138019386
According to research (Source), the body only needs 0.36g of protein per pound each day for maintenance.	0.70112749907	0.605610101648
If you want size, you don't want to rest very long - perhaps under a minute between sets.	0.678624479619	0.519077946164
Yes, you should stretch before running, but not the sit down and reach kind of stretching.	0.663006098755	0.551588870622
There can be no blanket answer to this question as there is quite a difference among available cheeses.	0.624711130747	0.485911478961
Stronglifts is a beginner program, and the heavier the lifts go, the more likely you will need to change something.	0.84807631084	0.673421126115
I've experienced that feeling before, when I was a student in college.	0.474248319332	0.298127244877
I was doing regular workouts 2 times a week, and am now doing Jui Jitsu 1 time a week.	0.649306357884	0.49620362575
If you're focusing on strength and mass gain, you do best by prioritizing strength and mass gain.	0.610041367879	0.465096285221
For SAMBO you are going to want to focus on core strength as much as possible.	0.660984668416	0.479599702501
If you round your back when bending over and touching the ground, you're taking the hamstrings out of the equation.	0.686676829355	0.558186905048
I really advise you to take a look at Mark Sisson and Robb Wolf's websites.	0.454586043715	0.334344802071
Do you live in any sort of shared or communal housing (such as a college dorm)?	0.501590059482	0.375106723622
I feel your pain - I absolutely pour with sweat with any vigorous exercise, even in cool conditions.	0.683345052628	0.598595440707
Start with cardio and progress to weights Start by targeting a 'moderate' heart rate to burn the fat you already have.	0.759685289957	0.53577045768
Any time you change something fundamental to your form, you will have to go through a relearning process.	0.483032583926	0.358565833798
I wear the shirts for my back, it basically gives you an extra layer of skin and huge support.	0.793672336834	0.567731734847
I would recommend doing a search on Endurance Plantet's itunes page for podcasts on Recovery, over training etc.	0.645805602337	0.486688589618
Sounds like you need to modify your exercise, diet and life style to get you where you want to be.	0.811021686656	0.657204148235
Arguments about low-carb vs. low-calorie diets aside, going much below your recommended daily calorie intake will send your body into starvation mode.	0.806286203196	0.746270518976
Are you also tracking your body fat percentage and waist circumference?	0.621190741856	0.426259990901
My first thought would be that you are holding your breath.	0.63816643115	0.424855643084
I agree with @Dave Liepman and @Fredob that yoga is a great way to keep flexible and balanced.	0.651655027476	0.522197292378
At the end of the day, sitting is still really bad for you even if you exercise later.	0.633867312179	0.449005845224
Running downhill is the BEST way to strengthen your quad muscles.	0.732906259322	0.545074707858
There's a couple of things going on here, and they are both cultural and practical.	0.590240262641	0.422195360893
There is a big difference in lifting for aesthetics and lifting for strength.	0.490455635639	0.366776550308
The number one thing you can do is train with a coach who knows about good running form.	0.694233477867	0.557706879561
Height and weight are one factor another is your current strength level.	0.583532219131	0.369281146965
I recently stumbled on a great article that talks about protein consumption for the purposes of building muscle (recovery included).	0.713112202086	0.425885011901
You want to have enough protein to protect your muscles.	0.461534129483	0.306266513676
The Nike Free 5.0 was one of the first running shoes designed to simulate barefoot running.	0.639921103674	0.480448378428
Take a look at this article on Alcohol and Nutrition Facts.	0.649262302832	0.441909628061
I'm not sure about 10kg in one month, but I know of one person who added 11kg in 8 weeks.	0.595543714165	0.47908989405
I really love the New Balance MO10 (W010 for the women's model).	0.444966498629	0.268931642302
Rotate through square, lunges and calf raises doing each until you feel a little burn.	0.760627057334	0.557866413199
I use a small camel bag (not too full) for that.	0.66812943931	0.404092014859
If you're doing a full body workout 6 days a week, you absolutely need the rest week.	0.575264338838	0.328527669562
If you mean purely muscular fitness, I doubt it's much.	0.759209029238	0.548129905899
To get a flat chest carry out the various push ups.	0.603779351835	0.390358808132
It is the immune system that is responsible for inflammatory responses.	0.688668087575	0.581056850296
I've noticed a remarkable difference when I run on the treadmill vs when I run on the road.	0.743575535516	0.591688945612
You are probably lowering the barbell too high up your chest which causes your elbows to flare out.	0.367823037447	0.259773199646
One food that you may want to consider adding or increasing the amount you have in your diet are Avocados.	0.651684238708	0.41274109018
Google search for Travel WODs has whole lots of results which you can use.	0.455119572469	0.263436644524
It's unlikely that whey protein would contain a significant amount of lactose.	0.606714414723	0.403301350431
I am 29 years old, battled being overweight for a number of years.	0.374011881413	0.257286456933
To further stress the muscle/muscle group, to get that final pump, to force more blood into the mucle.	0.54838565562	0.390963591836
This is a tough question to answer and requires a lot more information about body mechanics than I have.	0.708230027361	0.367943566637
