Dataset	Level1	Level2	Genre	Baseline	Score
paragraph2sentence.train	Tanzania will need about 1.2 billion dlrs of hard currency investment to support its 1987-1992 five-year plan which begins in July, Minister of State for Finance Damas Mbogoro said. He told an economic planning seminar in the northern town of Arusha yesterday that the new plan would concentrate on rehabilitating Tanzania's existing infrastructure, with a minimum of investment in new development projects. The aim is to boost agricultural production by five pct a year and industrial output by 6.4 pct, he said.	By creating a plan to increase the agricultural production and industrial output of a country, you are improving that country's future chances of becoming economically independent and sustainable. 	Newswire	0.35	0.94
paragraph2sentence.train	Earlier this week the World Bank released the 2012 World Development Report on Gender Equality and Development. The report noted relatively high numbers of women participating in Finnish politics, and credited the Council for Equality between Men and Women in Finland with progress.	The 2012 World Development Report on Gender Equality and Development was released by the World Bank this week.	Newswire	1.71	2.5
paragraph2sentence.train	During an official visit to Romania on Tuesday, Moldovan premier Iurie Leancă invited his Romanian counterpart, Victor Ponta, to attend Moldovan Independence Day on August 27. On that occasion, the two neighbouring countries are to start building a cross-border gas pipeline between cities Iași, Romania, and Ungheni, Moldova.	Moldovan Independence Day on August 27th commemorates the adoption of the Declaration of Independence from the Soviet Union in 1991.	Newswire	0.83	1.25
paragraph2sentence.train	The Province of Quebec is issuing a 30 billion yen eurobond due May 7, 1997 paying five pct and priced at 102-1/2 pct, lead manager Bank of Tokyo International Ltd said. The non-callable bond is available in denominations of one mln yen and will be listed in Luxembourg. The selling concession is 1-1/4 pct, while management and underwriting combined pays 3/4 pct. The payment date is May 7.	Winter rape plantings were forecast at 627,000 ha against a previous estimate of 621,000 and 375,000 rpt 375,000 harvested in 1985/86.  	Newswire	0.15	0.0
paragraph2sentence.train	The issue price of the European Investment Bank's 300 mln guilder 6.25 pct bullet bond due 1995, announced on April 1, has been set at par, lead manager Amro bank said. Subscriptions remain open until 1300 gmt tomorrow, April 9. Payment is due May 14 and coupon date is May 15.	A bullet bond is considered riskier than an amortizing bond.	Newswire	0.39	1.25
paragraph2sentence.train	Hawaiian Airlines Inc said it will continue to expand services to Pacific Islands this year. The company said it will increase its South Pacific services to daily service, from the current four flights per week, and beginning May 21 it will fly twice a week to the Western Pacific to Guam. Hawaiian Airlines also said it has applied with the Department of Transportation for an emergency exemption to provide service to Tahiti, with connecting services to American Samoa, New Zealand and Cooke Islands.	Flying is a popular method of transport chosen by business men.	Newswire	0.14	1.25
paragraph2sentence.train	Bethlehem Steel Corp said its base price for carbon plates and high-strength and low-alloy plates will be increased by 25 dlrs to 405 dlrs a short ton, effective July one. The company said its composite prices for alloy plates will also be increased 25 dlrs per ton on the same date, adding it does not publish its prices for this product. Bethlehem Steel said its composite prices for strip mill plates will be increased 15 dlrs a ton.	Bethlehem Steel Corp announced price increases for its plates: 25 dollars per short ton for carbon plates, 25 for alloy plates, and 15 for strip mill plates.	Newswire	0.37	5.0
paragraph2sentence.train	<Novamin Inc> said it received a proposed takeover offer from Breakwater Resources Ltd involving a swap of one Breakwater share for two Novamin common shares. It said the proposal also called for conversion of outstanding Novamin warrants into Breakwater common shares on the same basis, provided the exercise price was paid by the warrant holders. Novamin, a mineral exploration company, said directors would meet next Tuesday to deal with the proposal, which, it said, was subject to approval by Breakwater directors.	To share gives great satisfaction. 	Newswire	0.13	0.63
paragraph2sentence.train	Moody's Investors Service Inc said it may downgrade 950 mln dlrs of debt of Irving Bank Corp and lead bank Irving Trust Co. The rating agency said it will assess Irving's ability to substantially improve operating results in increasingly competitive markets. The review will also focus on Irving's shifting risk profile in light of its modest capital base. Moody's cited the bank's significant exposure to less developed countries. Under review are the parent's Aa-3 senior debt, A-1 subordinated debt and Aa-3 preferred stock and Irving Trust's Aa-1 long-term desposits and letters of credit.	Moody's Investors Services is reviewing, rating, and assessing Irving Bank Corp and lead bank Irving Trust Co. with a focus on Irving's shifting risk profile and exposure to less developed countries.	Newswire	0.62	4.22
paragraph2sentence.train	Deak International, a foreign currency and precious metals firm, announced the acquisition of Johnson Matthey Commodities of New York from Minories Finance Limited, a unit of the Bank of England. The purchase valued at 14.8 mln dlrs follows the recent acquisition of London's Johnson Matthey Commodities Limited, Deak said. The New York firm will be known as Deak International Trading Ltd, the company said. Arkadi Kuhlmann, president and chief executive officer of Deak International said the purchase will expand Deak's operations into the precious metals and wholesale non-ferrous metals trading arenas.	Deak International has expanded its operations into the precious metals and wholesale non-ferrous metals trading arenas with acquisitions of New York’s and London's Johnson Matthey Commodities Limited.	Newswire	1.05	4.06
paragraph2sentence.train	Nine year old giant panda Yuan Yuan has given birth to a cub in a zoo in Taipei, Taiwan on Saturday at 8:05pm local time. The female cub was born weighing 6.4 ounces and measuring 6.1 inches. The cub won't be on public display for another three to five months.	The majority of nine year olds like to play video games.	Newswire	0.38	0.0
paragraph2sentence.train	Sunshine Beach, Queensland — Maroochydore denied Caboolture a shot at back-to-back Sunshine Coast Rugby Union A-grade premierships today defeating them 24 points to 7 at Dolphin Oval, Sunshine Beach, Australia. Caboolture qualified for this match by beating Caloundra in the Minor Semi Final; Maroochydore lost the Major Semi Final against Noosa.	Dolphins have larger brains than a human.	Newswire	0.18	0.0
paragraph2sentence.train	Nelson Mandela has left hospital to return to his home in Johannesburg, in a critical condition, South African officials said on Sunday. The 95-year-old anti-apartheid leader and former South African president has spent nearly three months in hospital for treatment of a recurring lung infection and has returned to his residence in Johannesburg where he will continue to recover.	95-year-old former South African president Nelson Mandela has returned home from hospital to recover from his recurring lung infection.	Newswire	0.64	4.38
paragraph2sentence.train	A number of businesses in the CBD had complained about men using storefronts and streets to relieve themselves despite the possibility of AU$200 on-the-spot fines. 277 people have been fined in the territory in the past year, with 228 of them being fined for public urination in the CBD.	The head of the team investigating the causes of Arafat's death from the Palestinian authority, Tawfiq Tirawi, was interviewed on Tuesday on Palestine Today television and said "I promise that the next press conference will be the last, and will cast into the light of day everyone who perpetrated, took part in or conspired in the matter".	Newswire	0.16	0.0
paragraph2sentence.train	According to state-run Syrian Arab News Agency (SANA), during a battle with rebels yesterday the Syrian army seized a stockpile of chemicals, canisters, weapons and gear located in a warehouse tunnel in Jobar, a suburb of Damascus. In a post on the social networking website Twitter, SANA claims some soldiers involved in the battle were exposed to some kind of chemical agent and in some cases "suffocated," but the number of those killed, if any, was not reported.	All sorts of weapons can be used when committing a murder.	Newswire	0.17	0.63
paragraph2sentence.train	Mountain States Resources Corp said it acquired two properties to add to its strategic minerals holdings. The acquisitions include a total of 5,100 acres of titanium, zirconium and rare earth resources, the company said. Both properties, located in southern Utah, consist of approximately 1,430 acres of unpatented mining claims and one state lease, it said. The company also announced the formation of Rare Tech Minerals Inc, a wholly-owned subsidiary.	Two beneficial properties in Utah bearing thousands of acres of minerals have been acquired by Mountain States Resources Corp.	Newswire	0.52	3.75
paragraph2sentence.train	Bank of New England Corp said it filed with the Securities and Exchange Commission a registration statement covering a 200 mln dlr issue of subordinated capital notes due 1999. Proceeds will be used primarily to retire short-term debt, finance possible acquisitions and fund investments in or extensions of credit to its subsidiaries, the company said. Bank of New England said Morgan Stanley, Keefe Bruyette, Goldman Sachs and Merrill Lynch will underwrite the issue.	Morgan Stanley, among other financial institutions, will underwrite the issue filed with the SEC by the Bank of New England Corp.	Newswire	0.43	2.5
paragraph2sentence.train	Hauser Chemical Research Inc said it has been contracted by Allied Signal Inc's Allied Fibers division for research consulting on further development of improved adhesion of polyolefin fiber through photografting. Hauser said it previously completed the successful first phase of this research effort.	Agriculture Secretary Richard Lyng said he believes proposed legislation calling for mandatory acreage reductions has little support in Congress and voiced Reagan administration opposition to it. 	Newswire	0.12	0.0
paragraph2sentence.train	42 or more people have died, the Lebanese health ministry says, and over 500 wounded, from two car bomb explosions yesterday in the largely Sunni Muslim Lebanese city of Tripoli. The blasts occurred outside of the Taqwa and al-Salam mosques while hundreds of worshipers were gathered for Friday noon prayer. There has been reportedly no claim for responsibility as yet.	Worshipers attend Mosques which are large religious buildings.	Newswire	0.23	1.25
paragraph2sentence.train	A group of supporters of the Bill held a celebration outside Parliament yesterday during the debate and carrying on into the evening. A small number of opponents of the Bill turned up to protest. The celebrations included musical performances by the London Gay Big Band and the London Gay Men's Chorus, and Ben & Jerry's provided free ice cream and cake.	Our correspondent is based in Scotland and has been advised by a lawyer not to identify anybody detained until they have appeared in court, even if they have been arrested and charged.	Newswire	0.15	0.0
paragraph2sentence.train	The Michigan Attorney General said it reached a settlement with Michigan Bell Telephone Co, a subsidiary of American Information Technologies Corp, which will reduce rates, resulting in 79.6 mln dlrs lower revenues to Michigan Bell. The settlement reflects Michigan Bell's reduced federal income taxes resulting from tax reform legislation, and will be submitted for approval to the Public Service Commission, the Attorney General's office said. The lower rates are expected to become effective July one, when Michigan Bell's tax rate falls to 34 pct from 46 pct.	After a settlement with the Michigan Attorney General, Michigan Bell Telephone Co. announced lower revenues of 79.6M USD, with will be partially offset by the upcoming decrease in the company's tax rate from 46% to 34% on July 1st.	Newswire	0.35	4.38
paragraph2sentence.train	Both the United States House of Representatives and Senate agreed to a bill yesterday to end the government shutdown and to raise the debt limit of the federal government. President Barack Obama has signed the bill into law.	The debt limit of the federal government has been raised to end government shutdown.	Newswire	1.27	4.06
paragraph2sentence.train	First Chicago Corp's American National Bank unit said it completed the acquisition of four suburban Chicago banks with combined assets of about 231 mln dlrs. The banks are National Bank of North Evanston, Elgin National bank, First National Bank of Schiller Park and Merchants and Manufacturers State Bank in Melrose Park. American National now owns nine banks.	First Chicago Corp's American National Bank unit bought four suburban Chicago banks, totalling at nine banks and combined assets of about 231 mln dlrs.	Newswire	0.96	4.38
paragraph2sentence.train	The move confirms the carrier's expression of intent to sue Channel 4 after the UK broadcaster screened Secrets of the Cockpit, a documentary about safety at the airline, on Monday night. Part of the Dispatches series, the show reported on an incident in Spain last year where three Ryanair jets declared fuel emergencies after being diverted to Valencia. Fuel policy was a strong focus for the documentary.	If an aeroplane crash lands on water, passengers are provided with a life jacket with a light and a whistle.	Newswire	0.08	0.63
paragraph2sentence.train	The government proposal seeks to make it so the Royal Charter can be amended by Parliament, with a two-thirds majority from both houses, while the press proposal gives industry trade bodies a say on changes to the Charter. In both proposals, an arbitration service would be provided as an alternative to going to court, but the government wishes to make the arbitration service free for claimants while the newspapers want it to be "inexpensive" because they believe free arbitration could lead to a rush in claims going to arbitration. Both proposals would allow the regulator to fine the industry up to £1 million and demand the prominent publication of corrections and apologies to news stories.	The government proposal differs from the press proposal in that it requires a two-thirds majority from both houses of Parliament to amend the Royal Charter and that the arbitrations service would be free to claimants, but both proposals allow the regulator to fine the press industry up to £1 million.	Newswire	0.39	4.38
paragraph2sentence.train	The bestselling US novelist Tom Clancy died yesterday in a hospital in Baltimore, according to his publisher. The sixty-six year old is best known for a series of novels themed around espionage, military affairs and geopolitical intrigue, many of which have been adapted into movies and video games.	Military and geopolitical novelist Tom Clancy, whose works have been made into movies and video games, died yesterday in hospital at 66 years old.	Newswire	0.63	5.0
paragraph2sentence.train	General Public Utilities corp said its Three Mile Island Unit One's power output has been cut to 81 pct of reactor power, or 730 megawatts of electricity, due to mineral deposits on the secondary or non-nuclear side of its two steam generators. The company said the deposits do not affect the safe operation of the plant but interfere with the production of steam. It said the unit was similarly limited in power in late 1985.	General Public Utilities corp has cut its Three Mile Island Unit One's power output due to mineral deposits its two steam generators which interfere with the production of steam. 	Newswire	0.78	4.69
paragraph2sentence.train	A jury awarded Julie Miller of Marion County, Oregon $18.6 million last Friday in a federal lawsuit against Equifax. The lawsuit claimed she spent two years trying to get Equifax Information Services to fix major mistakes on her credit report which cost her the opportunities to get new credit.	Julie Miller of Oregon won several millions in a federal lawsuit against Equifax regarding mistakes on her credit report.	Newswire	0.89	4.38
paragraph2sentence.train	Showboat Inc said the New Jersey Casino control commission has directed its new Altnatic City Showboat Casino, Hotel and Bowling Center to conduct a limited bet day today, in accordance with commission regulations. Each new casino must conduct a limited bet day before opening for regular gaming. Showboat has saiud it expects to open for regular gaming on Friday.	Each new casino in New Jersey must conduct a limited bet day before opening.	Newswire	1.04	3.13
paragraph2sentence.train	Irish budget airline Ryanair have dismissed pilot John Goss, who has worked with the airline for 25 years, over remarks he made in a documentary about safety at the airline. Ryanair issued a statement confirming legal proceedings have been begun against Goss.	Recently, the competition between budget airlines for the cheapest flights has risen dramatically. 	Newswire	0.42	1.25
paragraph2sentence.train	International Mobile Machines Corp said it filed for a public offering of one mln shares of convertible preferred stock. The company said it filed a registration statement with the Securities and Exchange Commission, and Drexel Burnham Inc and Butcher and Singer Inc will co-manage the offering.	International Mobile Machine Corp filed for a public offering of one million shares with the SEC.	Newswire	0.95	3.13
paragraph2sentence.train	The Ghana Cocoa Board said it purchased 214 tonnes of cocoa in the 24th week, ended March 19, of the 1986/87 main crop season, compared with 456 tonnes the previous week and 372 tonnes in the 24th week ended March 27 of the 1985/86 season. Cumulative purchases so far this season stand at 217,449 tonnes, ahead of the 204,256 tonnes purchased by the 24th week of last season.	The expansion, with an estimated pre-start up cost of 200 mln dlrs, will add 15,000 barrels a day to current capacity of 8,000 barrels a day.     	Newswire	0.11	0.0
paragraph2sentence.train	This is the first deal that Iran has made with the International Atomic Energy Agency (IAEA) since 2007. The announcement came after talks between Iran and world leaders from the United States, France, China, Russia and Germany in Geneva, over the amount of access that the IAEA should have to Iranian nuclear sites. The negotiations stalled, but are set to resume next week.	The first deal with the International Atomic Energy Agency has been made regarding the amount of access that the IAEA should have to Iranian nuclear sites.	Newswire	1.38	3.75
paragraph2sentence.train	Nixdorf Computer AG <NIXG.F> said its supervisory board has appointed Sven Kado to the new position of deputy member of the managing board, increasing the number of board members to seven. Kado, 42, will be responsible for finance and purchasing. Until now finance has been the responsibility of Klaus Luft, who was named chairman of the board following the death of company founder Heinz Nixdorf in March 1986. Kado, whose appointment takes effect from today, joined Nixdorf in 1984 and was previously the company's head of controlling and purchasing.	Preparatory work for construction of a 450 mln dlr alumina plant near the village of Aghia Efthymia in the Greek province of Fokida will begin at the end of next month and the plant will be operational by 1992, Industry Undersecretary George Petsos said.     	Newswire	0.11	0.0
paragraph2sentence.train	The Yugoslav power industry yesterday floated its second issue of domestic bonds in three months, after an experimental issue in January, official sources said. Associated Electric Power Enterprises in the Yugoslav republic of Serbia issued the bonds to raise eight billion dinars for the construction of new power facilities. The sources said the bonds mature in eight months with 55 pct interest but no further details were available. January's bonds were oversubscribed as their interest rate was two points above savings deposit rates and were the first bonds that could be exchanged or converted before maturity.	Dollar and capital inflow into local gold stocks and securities boosted demand, dealers said.     	Newswire	0.1	0.63
paragraph2sentence.train	Le Matin, the French-language tabloid launched here in February, said it is shutting down its operations because it can no longer get financing. The paper, launched by private investors, was Montreal's fourth French-language newspaper and was aimed at readers with above average incomes and educations. It had a daily circulation of about 20,000 copies. Le Matin was printed and distributed by (Southam Inc)'s Montreal Gazette newspaper. A Gazette spokesman said his newspaper is Le Matin's biggest creditor but he declined to reveal the amount of debt Acting publisher Jean-Pierre Bordua said the newspaper's bank blocked its lines of credit after three of the paper's senior managers resigned Friday.	One of Montreal's French newspapers, Le Matin, distributed by the Gazette newspaper, has been shut down due to a lack of financing.	Newswire	0.21	3.75
paragraph2sentence.train	Medar Inc said it acquired Automatic Inspection Devices Inc, a subsidiary of Owens-Illinois Inc, Toledo, Ohio, through an exchange of stock for 80 pct of the company. Automatic Designs and manufactures a line of machine vision systems for the packaging, pharmaceutical, electronics and consumer goods industries.	Medar Inc acquired a subsidiary of Owens-Illinois Inc: Automatic Inspection Devices Inc.	Newswire	0.88	3.13
paragraph2sentence.train	DSC Communications Corp said it amended an existing long term supply contract with MCI Communications Corp <MCIC> for deliveries of a new tandem switch. Deliveries of the switch, the DEX 600E, are scheduled to begin in third quarter of 1988 and end by year-end 1989, the telecommunications systems company said. The new switch increases the port capacity of DSC's existing 600 switches, it said. Under the amended agreement, DSC will also deliver signal point transfer products to MCI.	DSC Communications Corp amended a contract with MCI Communications Corp for a new tandem switch, of which deliveries are scheduled to begin in the third quarter of 1988.	Newswire	0.59	3.75
paragraph2sentence.train	Bangladesh is expected to draw up a 47 billion taka development plan for the 1987/88 fiscal year beginning July 1, Finance Ministry officials said. This is a rise of six pct over the current year. They said 86.5 pct of the funds would come from foreign sources. Bangladesh will seek nearly two billion dlrs to be used for development projects and imports in 1987/88 at a donors' meeting in Paris later this month, the officials said.	Bangladesh Bank, the central Bank of Bangladesh, regulates currency, banking, and foreign exchange.	Newswire	0.21	0.94
paragraph2sentence.train	<Rolls-Royce Ltd> said it signed an agreement with the Boeing Company <BA.N> to install its RB 211-524 D4D engine on the B767 family of aircraft. The engine, currently under development, will be ready for service by early 1990, the company said in a statement. Boeing 747s are also powered with the engine, and its use in B767 craft too could bring significant operating benefits, Rolls-Royce said.	significant benefits are due to developments of new installations.	Newswire	0.26	0.63
paragraph2sentence.train	The French government won, as expected, a vote of parliamentary confidence sought by Prime Minister Jacques Chirac on his general policies. Votes from Chirac's Gaullist RPR party and its junior partner in the ruling coalition, the centre-right UDF, gave Chirac's cabinet a slim majority in the National Assembly. A total of 294 deputies in the 577-member assembly voted to support Chirac, with 282 voting against. One member was absent. The Socialists, Communists and the extreme-right National Front voted against the prime minister's call.	Fifty-nine pct of the 325 retailers questioned for the latest Distributive Trades Survey expected sales to be higher in March than they were in March 1986, with only six pct expecting lower sales.     	Newswire	0.12	0.0
paragraph2sentence.train	Following incorrect statements by media organizations that include Fox News and the New York Post earlier in the week that the US Marine Corps were changing their hats in order to make them more gender neutral, the Corps issued a statement yesterday countering the claim, saying they are only changing the dress hat for women. In a statement on their website, they said this change is only "for female Marines because the current manufacturer is going out of business".	The US Marine Corps corrected media statements regarding the new styling of gender neutral hats, saying they are only changing the dress hat for female Marines.	Newswire	0.8	4.38
paragraph2sentence.train	Hadson Corp said it has signed a definitive agreement to acquire 85 pct of the outstanding common stock of Seaxe Energy Corp. The company said it will buy the 85 pct interest in Seaxe from shareholders owning restricted or controlled shares for less than 200,000 Hadson common shares. It said closing is subject to the approval of title assignments by the French government. Seaxe is involved in oil and natural gas exploration and development in the Paris Basin of France.	Professional stock-brokers continually gamble on the fact that the stock market could boom or crash at any minute.	Newswire	0.12	0.63
paragraph2sentence.train	Boston Edison Co chairman Stephen Sweeney said two of the company's senior officers will take early retirements, and the company is looking for a new president and chief financial officer. Sweeney, who also holds the titles of president and chief executive officer, said James Lydon, executive vice president and chief operating officer, Joseph Tyrrell, executive vice president and chief financial officer, have asked to take early retirements following a transition period. Lydon and Tyrrell have each been with the company more than 35 years, Sweeney said.	Elections take place to decide the new president.	Newswire	0.23	0.63
paragraph2sentence.train	Conrac Corp said its board has rejected MArk IV Industries Inc's tender offer for all Conract shares at 25 dlrs each, and no Conract director of officer plans to tender any shares. The company said financial advisor <Goldman, Sachs and Co> determined the price to be inadequate. It said its board has instructed management to explore and develop with financial and legal advisors alternative courses of action to maximize shareholder values.	The board of Conrac Corp has rejected MArk IV Industries INc's tender offer because the price was determined inadequate.	Newswire	0.6	3.75
paragraph2sentence.train	GMAC (Australia) Finance Ltd is issuing a 50 mln Australian dlr eurobond due May 6, 1991 paying 14-1/4 pct and priced at 101 pct, sole lead manager Hambros Bank Ltd said. The issue is guaranteed by General Motors Acceptance Corp. The non-callable bond is available in denominations of 1,000 Australian dlrs and will be listed in London. The selling concession is 1-1/8 pct while management and underwriting combined pays 5/8 pct. The payment date is May 6.	It said the Soviet economy grew by 4.2 pct in 1986, Gorbachev's first full year in power, twice the average rate of growth over the previous 10 years.     	Newswire	0.09	0.0
paragraph2sentence.train	Bell Canada Enterprises (BCE)'s most recent bid to buy Astral Media's television and radio services for CAD$3.4 billion has been approved on Thursday by the Canadian Radio-television and Telecommunications Commission (CRTC), the Canadian regulatory body which supervises broadcasting and telecommunications. The CRTC rejected BCE's initial bid for Astral in October, citing concerns over market competition. According to Jean-Pierre Blais, Chairman of the CRTC, BCE's most recent bid protects Canadians' interests because BCE will have to invest in new Canadian programming to the tune of $246.9 million in addition to selling almost two dozen of Astral's services.	Astral Media introduced a new logo in May of 2010 to remodel its image.	Newswire	0.17	1.25
paragraph2sentence.train	Argentine port workers began an indefinite protest against safety conditions at the port of Buenos Aires, stopping work for one hour per shift, a press spokesman said. He said three port workers had died over the last month in accidents. He said the decision to take action was made after a port worker died yesterday after being electrocuted.	Shocking news comes into the docks in Buenos Aires.	Newswire	0.33	1.25
paragraph2sentence.train	A man and his wife, aged 87 and 84, have died after a car hit them in North Ayrshire in Scotland. The couple, who have yet to be publicly identified, were walking across Greenock Road in the town of Largs when they were hit by a red Toyota at approximately 9:15am BST (0815 UTC) yesterday.	An elderly couple have died however they have not yet been identified.	Newswire	0.3	2.5
paragraph2sentence.train	The Senate voted to sustain President Reagan's veto of an 88 billion dlr highway and mass transit funding bill, but Senate Democratic leader Robert Byrd of West Virginia called for a second vote to reconsider the outcome. The first vote ended with 65 Senators voting for the bill and 35 voting to sustain the veto, two short of the two-thirds majority needed to override. One of those voting to sustain the veto was North Carolina Democrat Terry Sanford.	A second senatorial vote is called to reconsider sustaining Reagan’s veto of Highway and Mass Transit funding.	Newswire	0.27	3.44
paragraph2sentence.train	David McLetchie, a former leader of the Scottish Conservatives, died today in a hospice in Edinburgh whilst suffering cancer. He was 61. In 1997, a general election produced no Conservative Members of Parliament from within Scotland for the UK's joint parliament in London. McLetchie took over the Scottish Conservatives the following year and in 1999 eighteen Conservatives were elected to the newly-formed devolved Scottish Parliament.	Cancer is conservative in Scotland.	Newswire	0.26	0.31
paragraph2sentence.train	The Finnish national airline <Finnair> said in a statement today it ordered two McDonnell Douglas Corp <MD.N> MD-11 passenger planes for delivery in October 1990 and May 1991 and had taken an option to buy on two more. Finnair chief Gunnar Korhonen would not discuss the price further than telling reporters the planes were "inexpensive," though market sources said the airline could expect a price cut as an earlier customer. Korhonen said Finnair had not opted for Europe's A-340 plane because of uncertainty about the manufacturing of its engines, which may have delayed production of the jet.	There are many varieties of aeroplane, including propellor plane, jet and jumbo jet engine, which are usually used according to the distance they are required to travel.	Newswire	0.11	1.25
paragraph2sentence.train	State holding company <Societa Finanziaria Telefonica Spa> (STET) said it was forming a new telecommunications company, <Teleo Spa> that intends to offer electronic mail systems among its services. Teleo plans initial investments of 18 billion lire and estimates annual sales could reach 90 billion lire within five years, STET officials said at a news conference. STET will have a 10 pct stake in the new firm, with the remaining share capital held by two STET subsidiaries.	Lire was the official currency of Italy until 2002, when it was taken over by the Euro. 	Newswire	0.16	0.0
paragraph2sentence.train	Australia's Prime Minister-elect Tony Abbott announced his new ministry appointments yesterday. The list shows former deputy leader of the Liberal Party Julie Bishop MP as the new Minister for Foreign Affairs, whilst Warren Truss MP, the leader of the National Party of Australia, has been positioned as the deputy prime minister.	Australia's Prime Minister-elect announced his new appointments for the Minister of Foreign Affairs and the deputy prime minister yesterday.	Newswire	0.7	3.75
paragraph2sentence.train	The British government have rejected a proposed plan for press self-regulation from a group of newspaper publishers and have said they intend to proceed with a Royal Charter supported by the three main political parties. The culture secretary Maria Miller said Tuesday in the House of Commons the proposal by the newspaper industry failed to implement fundamental parts of the recommendations of the Leveson Inquiry into behaviour and ethical standards of the press last year.	A press self-regulation plan was rejected by the British Government because, as the culture secretary explained, the press industry failed to incorporate fundamental parts of the regulatory recommendations of the Leveson Inquiry.	Newswire	0.56	5.0
paragraph2sentence.train	Rent-A-Center Inc is raising 35 mln dlrs via an offering of convertible subordinated debentures due 2012 with a 5-3/4 pct coupon and par pricing, said sole manager Morgan Stanley and Co Inc. The debentures are convertible into the company's common stock at 40.50 dlrs per share, representing a premium of 25.58 pct over the stock price when terms on the debt were set. Non-callable for two years, the issue is rated Ba-3 by Moody's Investors Service Inc and BB-minus by Standard and Poor's Corp.	Rent-A-Center Inc is raising 35 mln dlrs via an offering of convertible subordinated debentures which are convertible into the company's common stock at 40.50 dlrs per share. 	Newswire	1.43	3.13
paragraph2sentence.train	The seized boxes, which had been loaded onto five freight pallets, contained 120 one-kilogram bags of cannabis, 50 one-kilogram bags of MDMA, and five one-kilogram bricks of cocaine. In a press release, West Midlands Police described what happened after officers found the drugs as they were being unloaded in the operation.	The cabinet of the island nation of Nauru endorsed rise of the cost of an application for single-entry three-month media visa from AU$200 to $8,000 last Thursday.	Newswire	0.11	0.0
paragraph2sentence.train	State bank Banca Commerciale Italiana (BCI) said it is launching a 50 billion lire eurobond on behalf of Merrill Lynch & Co. Due May 26, 1992 paying 10 pct and priced at 100 -1/2 pct. BCI said in a statement that it is leading an international underwriting consortium of 25 banks and financial institutions. The bank said Merrill Lynch International and Co is co-lead manager. The non-callable bond is available in denominations of two mln lire and will be listed in Luxembourg, BCI said.	Banca Commerciale Italiana (BCI), alongside Merrill Lynch & Co., is leading an international underwriting consortium of 25 financial institutions.	Newswire	0.93	3.13
paragraph2sentence.train	Internationally, Australia ranks fourth amongst surveyed countries for literacy proficiency amongst adults. At the highest proficiency level, level 5, Australia ranks as the second highest percentage of surveyed nations at 1.3%. It is tied with the Netherlands. Only Finland is higher at 2.2%. Readers at this level synthesize text, compare and contrasts ideas and points of view, and process information across multiple sources. Australia, at 9.4%, has one of the smallest percentages of their population at reading proficiency level 1. This means adults have a basic understanding of what they read, can fill out forms and can understanding the meaning of sentences. Overall, Australia's mean reading proficiency score puts them on par with Norway and Sweden.	Overall, Australia ranks highly amongst surveyed countries for adult literacy proficiency, tied with the Netherlands and behind Finland at the highest proficiency level and with one of the smallest percentages of their population at the lowest proficiency level.	Newswire	0.55	4.38
paragraph2sentence.train	Stefan Millar, one of the two men jailed for life last month for the murder of 16-year-old male Liam Aitchison in the Outer Hebrides of Scotland, is to appeal his conviction. Submission of notice of intent to appeal has been confirmed by the Court of Appeal in Edinburgh. Millar's solicitors are to prepare documents to back his case for appeal across the next two months. The two convicted were given until Friday to submit any plan to appeal. It is not yet known when Millar's appeal hearing would commence.	The High Court of Justiciary, the supreme criminal court of Scotland, is both a court of first instance and court of appeal. 	Newswire	0.27	1.25
paragraph2sentence.train	Rescuers are still searching for the bodies of three children, presumed dead, after an eruption by an Indonesian volcano on Saturday. Located on the Palu'e Island, Mount Rokatenda threw rock and ash into the sky causing local destruction. Lava spilled onto the beach, killing three adults and three children in their sleep. Rescuers have recovered the bodies of the adults but the children’s remains have still not been found.	Indonesian ash can be used to clean very well. 	Newswire	0.23	1.25
paragraph2sentence.train	Senior Editor for Australia's Cleo magazine Sharri Markson confirmed on Wednesday that she will not be competing for the role of editor between the sudden merger of Dolly and Cleo titles. The news came only days after German-based Bauer Media announced the merger of two of their most popular Australian magazines, with an expected loss of half the production staff by early next year.	After Bauer Media announced the merger of two most popular Australian magazines, with an eventual 50% production staff loss, Senior Editor Sharri Markson confirmed that she will not be competing for the role of editor.	Newswire	0.9	5.0
paragraph2sentence.train	BancTec Inc said it received an order for image processing equipment valued at six mln dlrs, its largest order ever. BancTec said the order, expected to be shipped during the current fiscal year, was placed by a major international company, which it did not name.	BancTec gets, as its largest order ever, an order of six million dollars for image processing equipments.	Newswire	0.84	3.75
paragraph2sentence.train	The Bank of England said it provided the market with further help totalling 166 mln stg during the afternoon. In band one, it bought 31 mln stg of treasury bills and three mln stg of bank bills at 9-7/8 pct, while in band two it bought 69 mln stg of bank bills at 9-13/16 pct. In addition, it bought 63 mln stg of band three bank bills at 9-3/4 pct. This brings the total assistance by the Bank so far today to 219 mln stg against a liquidity shortage it has estimated at around 300 mln stg.	An Importers Association official said that "even if the Department no longer imports sugar, we would not necessarily buy more."     	Newswire	0.1	0.0
